LAST SEEN   TYPE      REASON              OBJECT                                  MESSAGE
4m9s        Normal    Scheduled           pod/inventory-54b7486945-25hc8          Successfully assigned shoply/inventory-54b7486945-25hc8 to k8s-worker1
4m39s       Normal    Scheduled           pod/payment-7f446f7f68-8t46k            Successfully assigned shoply/payment-7f446f7f68-8t46k to k8s-worker2
7m54s       Normal    Scheduled           pod/payment-7f446f7f68-fjrnl            Successfully assigned shoply/payment-7f446f7f68-fjrnl to k8s-worker2
3m53s       Normal    Scheduled           pod/order-6976c69cdd-pvkc7              Successfully assigned shoply/order-6976c69cdd-pvkc7 to k8s-worker2
4m54s       Normal    Scheduled           pod/order-6976c69cdd-sdl99              Successfully assigned shoply/order-6976c69cdd-sdl99 to k8s-worker2
3m53s       Normal    Scheduled           pod/order-6976c69cdd-cqtdc              Successfully assigned shoply/order-6976c69cdd-cqtdc to k8s-worker2
5m9s        Normal    Scheduled           pod/gateway-67ddf64db9-88g4b            Successfully assigned shoply/gateway-67ddf64db9-88g4b to k8s-worker1
3m23s       Normal    Scheduled           pod/payment-7f446f7f68-4r85q            Successfully assigned shoply/payment-7f446f7f68-4r85q to k8s-worker2
2m8s        Normal    Scheduled           pod/payment-7f446f7f68-cpzqc            Successfully assigned shoply/payment-7f446f7f68-cpzqc to k8s-worker1
4m54s       Normal    Scheduled           pod/inventory-54b7486945-6kffz          Successfully assigned shoply/inventory-54b7486945-6kffz to k8s-worker1
4m9s        Normal    Scheduled           pod/payment-7f446f7f68-6mlng            Successfully assigned shoply/payment-7f446f7f68-6mlng to k8s-worker2
3m54s       Normal    Scheduled           pod/inventory-54b7486945-4sgww          Successfully assigned shoply/inventory-54b7486945-4sgww to k8s-worker1
4m54s       Normal    Scheduled           pod/gateway-67ddf64db9-djdn4            Successfully assigned shoply/gateway-67ddf64db9-djdn4 to k8s-worker1
2m8s        Normal    Scheduled           pod/payment-7f446f7f68-lgmjq            Successfully assigned shoply/payment-7f446f7f68-lgmjq to k8s-worker1
21s         Warning   FailedScheduling    pod/order-6976c69cdd-7tfnt              0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
7m54s       Normal    Scheduled           pod/order-6976c69cdd-dnt5f              Successfully assigned shoply/order-6976c69cdd-dnt5f to k8s-worker2
83s         Warning   FailedScheduling    pod/gateway-67ddf64db9-684wf            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
21s         Normal    Scheduled           pod/order-6976c69cdd-kfmw7              Successfully assigned shoply/order-6976c69cdd-kfmw7 to k8s-worker1
98s         Warning   FailedScheduling    pod/order-6976c69cdd-kfmw7              0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
3m53s       Normal    Scheduled           pod/gateway-67ddf64db9-hcgz9            Successfully assigned shoply/gateway-67ddf64db9-hcgz9 to k8s-worker1
68s         Warning   FailedScheduling    pod/order-6976c69cdd-7tfnt              0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
3m53s       Normal    Scheduled           pod/gateway-67ddf64db9-7wghc            Successfully assigned shoply/gateway-67ddf64db9-7wghc to k8s-worker1
7m24s       Normal    Scheduled           pod/order-6976c69cdd-smkdm              Successfully assigned shoply/order-6976c69cdd-smkdm to k8s-worker2
5m9s        Normal    Scheduled           pod/payment-7f446f7f68-k2ws6            Successfully assigned shoply/payment-7f446f7f68-k2ws6 to k8s-worker2
7m54s       Normal    Scheduled           pod/gateway-67ddf64db9-hv72g            Successfully assigned shoply/gateway-67ddf64db9-hv72g to k8s-worker1
2m53s       Normal    Scheduled           pod/gateway-67ddf64db9-wp4gv            Successfully assigned shoply/gateway-67ddf64db9-wp4gv to k8s-worker1
4m53s       Normal    Scheduled           pod/order-6976c69cdd-zmclx              Successfully assigned shoply/order-6976c69cdd-zmclx to k8s-worker2
